member_id,split,propensity_score,propensity_model,seed
0,train,0.35562146348781043,GLMNet elastic-net logistic,123
1,train,0.2665176835277146,GLMNet elastic-net logistic,123
2,train,0.5079821608859098,GLMNet elastic-net logistic,123
3,train,0.26832087840681834,GLMNet elastic-net logistic,123
4,train,0.3835789946254455,GLMNet elastic-net logistic,123
5,train,0.6062932995422534,GLMNet elastic-net logistic,123
6,train,0.4243393544676142,GLMNet elastic-net logistic,123
7,train,0.3189144077403604,GLMNet elastic-net logistic,123
8,test,0.2675277659124818,GLMNet elastic-net logistic,123
9,train,0.42131006851127684,GLMNet elastic-net logistic,123
10,train,0.43351789543128827,GLMNet elastic-net logistic,123
11,train,0.3105392886017817,GLMNet elastic-net logistic,123
12,train,0.5720755361470449,GLMNet elastic-net logistic,123
13,train,0.3814158516099724,GLMNet elastic-net logistic,123
14,train,0.38988868921613185,GLMNet elastic-net logistic,123
15,test,0.48929296165505537,GLMNet elastic-net logistic,123
16,train,0.32411365343599746,GLMNet elastic-net logistic,123
17,train,0.25012314873171143,GLMNet elastic-net logistic,123
18,test,0.4149314569493984,GLMNet elastic-net logistic,123
19,test,0.3267229966491323,GLMNet elastic-net logistic,123
20,test,0.6050569759006221,GLMNet elastic-net logistic,123
21,train,0.3313747452348612,GLMNet elastic-net logistic,123
22,test,0.4163496113244761,GLMNet elastic-net logistic,123
23,test,0.43320641971842594,GLMNet elastic-net logistic,123
24,train,0.5163601853346262,GLMNet elastic-net logistic,123
25,train,0.5459329152612931,GLMNet elastic-net logistic,123
26,train,0.4705669877273157,GLMNet elastic-net logistic,123
27,train,0.5414900514439418,GLMNet elastic-net logistic,123
28,train,0.31031506280841725,GLMNet elastic-net logistic,123
29,train,0.3499448638786985,GLMNet elastic-net logistic,123
30,train,0.4580202599078021,GLMNet elastic-net logistic,123
31,test,0.2856571166385302,GLMNet elastic-net logistic,123
32,train,0.4421389770657262,GLMNet elastic-net logistic,123
33,test,0.4547073917948323,GLMNet elastic-net logistic,123
34,train,0.3956246923389991,GLMNet elastic-net logistic,123
35,train,0.2998108281727566,GLMNet elastic-net logistic,123
36,train,0.553303366844795,GLMNet elastic-net logistic,123
37,train,0.267592069921135,GLMNet elastic-net logistic,123
38,test,0.32574320673909823,GLMNet elastic-net logistic,123
39,test,0.45616407825490474,GLMNet elastic-net logistic,123
40,train,0.2591516720878181,GLMNet elastic-net logistic,123
41,test,0.3436230879211283,GLMNet elastic-net logistic,123
42,train,0.48925496189455775,GLMNet elastic-net logistic,123
43,test,0.3106879708525552,GLMNet elastic-net logistic,123
44,test,0.5304646412913088,GLMNet elastic-net logistic,123
45,train,0.30658184978744707,GLMNet elastic-net logistic,123
46,train,0.3426488103848771,GLMNet elastic-net logistic,123
47,train,0.41189266328035967,GLMNet elastic-net logistic,123
48,train,0.428960477574829,GLMNet elastic-net logistic,123
49,train,0.4318242299416521,GLMNet elastic-net logistic,123
50,test,0.45812241972948736,GLMNet elastic-net logistic,123
51,train,0.4557049149403597,GLMNet elastic-net logistic,123
52,train,0.36918844246547994,GLMNet elastic-net logistic,123
53,train,0.2645203671535598,GLMNet elastic-net logistic,123
54,train,0.42021822881574794,GLMNet elastic-net logistic,123
55,train,0.38107581104787525,GLMNet elastic-net logistic,123
56,train,0.6396569686376432,GLMNet elastic-net logistic,123
57,test,0.292177402091805,GLMNet elastic-net logistic,123
58,train,0.28722530030921817,GLMNet elastic-net logistic,123
59,test,0.29854754234143405,GLMNet elastic-net logistic,123
60,train,0.20590159436291192,GLMNet elastic-net logistic,123
61,test,0.3882589491821584,GLMNet elastic-net logistic,123
62,train,0.39124740825568205,GLMNet elastic-net logistic,123
63,test,0.2801030488772633,GLMNet elastic-net logistic,123
64,train,0.16840554277438174,GLMNet elastic-net logistic,123
65,train,0.37303050697990575,GLMNet elastic-net logistic,123
66,test,0.5863263447460089,GLMNet elastic-net logistic,123
67,train,0.2842888443210075,GLMNet elastic-net logistic,123
68,train,0.28893834746482505,GLMNet elastic-net logistic,123
69,train,0.33848045393369575,GLMNet elastic-net logistic,123
70,train,0.35829834934107124,GLMNet elastic-net logistic,123
71,test,0.346012804984976,GLMNet elastic-net logistic,123
72,train,0.22883493109955233,GLMNet elastic-net logistic,123
73,train,0.46755152732120386,GLMNet elastic-net logistic,123
74,train,0.3092616393237094,GLMNet elastic-net logistic,123
75,test,0.32513476259859175,GLMNet elastic-net logistic,123
76,train,0.5203323914665002,GLMNet elastic-net logistic,123
77,test,0.3370828133710822,GLMNet elastic-net logistic,123
78,train,0.39885264059067804,GLMNet elastic-net logistic,123
79,test,0.605210581166875,GLMNet elastic-net logistic,123
80,train,0.42052760317983784,GLMNet elastic-net logistic,123
81,train,0.46591771486051337,GLMNet elastic-net logistic,123
82,train,0.6086494891723258,GLMNet elastic-net logistic,123
83,train,0.4104450100905798,GLMNet elastic-net logistic,123
84,train,0.33104580437127656,GLMNet elastic-net logistic,123
85,train,0.27866373294201974,GLMNet elastic-net logistic,123
86,test,0.2895890612254798,GLMNet elastic-net logistic,123
87,train,0.38534382478582285,GLMNet elastic-net logistic,123
88,train,0.42133799422726764,GLMNet elastic-net logistic,123
89,train,0.49173364338295034,GLMNet elastic-net logistic,123
90,train,0.47454276751471464,GLMNet elastic-net logistic,123
91,train,0.43648420386482356,GLMNet elastic-net logistic,123
92,test,0.31726285954583633,GLMNet elastic-net logistic,123
93,train,0.32724368058676845,GLMNet elastic-net logistic,123
94,train,0.2952338450515756,GLMNet elastic-net logistic,123
95,test,0.36685497960232427,GLMNet elastic-net logistic,123
96,test,0.4602135523251303,GLMNet elastic-net logistic,123
97,test,0.4758850245541143,GLMNet elastic-net logistic,123
98,test,0.3459405221654068,GLMNet elastic-net logistic,123
99,train,0.4701342601311399,GLMNet elastic-net logistic,123
100,train,0.4420543987756761,GLMNet elastic-net logistic,123
101,test,0.34077229339002246,GLMNet elastic-net logistic,123
102,train,0.41587134941008297,GLMNet elastic-net logistic,123
103,train,0.5861615591046082,GLMNet elastic-net logistic,123
104,train,0.24874707667085474,GLMNet elastic-net logistic,123
105,test,0.34105397082635597,GLMNet elastic-net logistic,123
106,train,0.6803550231607342,GLMNet elastic-net logistic,123
107,train,0.28002878124435326,GLMNet elastic-net logistic,123
108,train,0.7996979178306906,GLMNet elastic-net logistic,123
109,test,0.36591037349984107,GLMNet elastic-net logistic,123
110,train,0.23948641785764227,GLMNet elastic-net logistic,123
111,test,0.45458618876244616,GLMNet elastic-net logistic,123
112,train,0.364001594706301,GLMNet elastic-net logistic,123
113,train,0.39149707922545396,GLMNet elastic-net logistic,123
114,train,0.292792513581875,GLMNet elastic-net logistic,123
115,train,0.47178950080168114,GLMNet elastic-net logistic,123
116,train,0.23639422352968967,GLMNet elastic-net logistic,123
117,test,0.3368036186761534,GLMNet elastic-net logistic,123
118,test,0.4296447089476241,GLMNet elastic-net logistic,123
