feature,mean_abs_xlearner_benefit_contribution,mean_signed_xlearner_benefit_contribution,pct_positive_xlearner_benefit_contribution,treated_effect_coefficient,control_effect_coefficient,avg_treated_effect_weight,avg_control_effect_weight,importance_type
age,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_POLK,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_RALEIGH,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PUTNAM,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PULASKI,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PRINCE_GEORGES,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PRESTON,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_POWHATAN,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_POWELL,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PORTAGE,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_POPE,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_POCAHONTAS,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SHELBY,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PINELLAS,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PINAL,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PIKE,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PICKENS,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PICKAWAY,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PERRY,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PERQUIMANS,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PEORIA,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PENNINGTON,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_RANDOLPH,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_RICHLAND,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_RIO_BLANCO,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_RITCHIE,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SCOTT,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SARASOTA,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SANTA_FE,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SANPETE,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SANGAMON,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SANDERS,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SAN_JUAN,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SALINE,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SAINT_LUCIE,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SAINT_JOHNS,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SAINT_CLAIR,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SAINT_CHARLES,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_RUTLAND,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_RUSSELL,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_ROWAN,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_ROSEBUD,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_ROGERS,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_ROANOKE_CITY,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_ROANE,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PENDLETON,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PASCO,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PARKE,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MESA,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MENIFEE,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MEIGS,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MCMINN,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MCLEAN,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MCDOWELL,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MCDONOUGH,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MATANUSKA_SUSITNA,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MASON,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MARTIN,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MARSHALL,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MARION,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MANATEE,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MAGOFFIN,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MADISON,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MACOUPIN,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MACOMB,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LYON,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LYNCHBURG_CITY,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LOGAN,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MERCER,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MINGO,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_PARK,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MOFFAT,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_OWEN,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_ORANGE,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_ONSLOW,0.0,0.0,0.0,-0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_OHIO,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_OCONEE,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_NOWATA,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_NORTON_CITY,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_NOBLE,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_NICHOLAS,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_NEW_LONDON,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_NAVAJO,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_NASSAU,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MUSKINGUM,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MUHLENBERG,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MORTON,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MORGAN,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MONTGOMERY,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MONROE,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MONONGALIA,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SEVIER,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SHERIDAN,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LICKING,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_FL,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_MO,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_MI,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_ME,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_MD,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_KY,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_KS,0.0,0.0,0.0,-0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_IN,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_IL,0.0,0.0,0.0,0.0,-0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_GA,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_DE,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SMYTH,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_CT,0.0,0.0,0.0,0.0,0.0,0.5265153026886318,0.4734846973113682,glmnet_xlearner_weighted_shared_standardized_effect_contribution
