model,group,pred_risk_decile,n,avg_predicted_ed_rate,observed_ed_rate,calibration_error,abs_calibration_error
GLMNET,Treated,1,13,0.037607257034652,0.15384615384615385,0.11623889681150185,0.11623889681150185
GLMNET,Treated,2,12,0.037309589686054995,0.08333333333333333,0.046023743647278334,0.046023743647278334
GLMNET,Treated,3,12,0.03713598228436205,0.08333333333333333,0.046197351048971276,0.046197351048971276
GLMNET,Treated,4,12,0.03702605723875715,0.08333333333333333,0.04630727609457618,0.04630727609457618
GLMNET,Treated,5,12,0.03696824972592806,0.0,-0.03696824972592806,0.03696824972592806
GLMNET,Treated,6,13,0.03693647396753822,0.0,-0.03693647396753822,0.03693647396753822
GLMNET,Treated,7,12,0.03687341150322988,0.0,-0.03687341150322988,0.03687341150322988
GLMNET,Treated,8,12,0.03681288919054661,0.0,-0.03681288919054661,0.03681288919054661
GLMNET,Treated,9,12,0.03674835106492913,0.08333333333333333,0.0465849822684042,0.0465849822684042
GLMNET,Treated,10,12,0.036649218141868646,0.0,-0.036649218141868646,0.036649218141868646
GLMNET,Control,1,18,0.16472780277405208,0.2777777777777778,0.11304997500372571,0.11304997500372571
GLMNET,Control,2,18,0.1170349064275342,0.1111111111111111,-0.005923795316423092,0.005923795316423092
GLMNET,Control,3,18,0.09036225770302779,0.0,-0.09036225770302779,0.09036225770302779
GLMNET,Control,4,18,0.07795929442774405,0.0,-0.07795929442774405,0.07795929442774405
GLMNET,Control,5,17,0.06944071049297748,0.058823529411764705,-0.010617181081212776,0.010617181081212776
GLMNET,Control,6,18,0.06193832394416695,0.05555555555555555,-0.006382768388611397,0.006382768388611397
GLMNET,Control,7,18,0.05613743386630268,0.05555555555555555,-0.0005818783107471304,0.0005818783107471304
GLMNET,Control,8,18,0.048428214037374434,0.1111111111111111,0.06268289707373667,0.06268289707373667
GLMNET,Control,9,18,0.04149085509561626,0.05555555555555555,0.014064700459939294,0.014064700459939294
GLMNET,Control,10,17,0.03104369019432604,0.0,-0.03104369019432604,0.03104369019432604
