feature,mean_abs_benefit_contribution,mean_signed_benefit_contribution,pct_positive_benefit_contribution,control_coefficient,treated_coefficient,coefficient_difference,importance_type
state_IL,0.2971499878976885,0.005409055102371779,0.9135220125786163,-0.4115562835240396,0.11696375936132083,-0.5285200428853605,glmnet_standardized_logit_contribution_difference
state_KY,0.24964674045576815,0.009297803696536966,0.1320754716981132,0.09021650838215135,-0.27820283419779607,0.3684193425799474,glmnet_standardized_logit_contribution_difference
bh_flag,0.19071677757942038,0.007262409617685739,0.7143605870020965,-0.12680678371507542,0.08414149810536393,-0.21094828182043934,glmnet_standardized_logit_contribution_difference
percolator_score,0.17319753835101231,0.008186286464064114,0.6016771488469602,-0.2601026476426546,-0.030118849082675283,-0.22998379855997933,glmnet_standardized_logit_contribution_difference
housing_instability_flag,0.16979647882700385,0.003158097619155421,0.22589098532494759,0.06480565040513281,-0.138183600106143,0.2029892505112758,glmnet_standardized_logit_contribution_difference
ed_visits_last_30d,0.16070759419071726,0.0023961494568013795,0.1960167714884696,0.17882565412991255,-0.04350818225641801,0.22233383638633056,glmnet_standardized_logit_contribution_difference
risk_tier_1,0.1522215323542141,0.0017970955038061173,0.8244234800838575,-0.3718369537732848,-0.17180128984300047,-0.20003566393028432,glmnet_standardized_logit_contribution_difference
age,0.1405465478430685,-0.0013183752785190948,0.519916142557652,0.071773609562515,0.2570935538637916,-0.18531994430127663,glmnet_standardized_logit_contribution_difference
admits_last_6m,0.13543368009492648,0.005957435456575546,0.6268343815513627,-0.025925032138167062,0.1607530445904824,-0.18667807672864944,glmnet_standardized_logit_contribution_difference
client_contract_The_Funds_PR,0.12752055859804687,0.014736805540336935,0.02620545073375262,0.21714659251707288,-0.17931504243534685,0.3964616349524197,glmnet_standardized_logit_contribution_difference
copd_flag,0.12748504620494194,0.0034986967724500184,0.5917190775681341,-0.014126573295026618,0.11551022896274576,-0.12963680225777238,glmnet_standardized_logit_contribution_difference
client_contract_The_Funds_93_PRE,0.12541757274176704,4.5580225110223485e-05,0.29035639412997905,-0.08838390229142573,0.04976343638735392,-0.13814733867877965,glmnet_standardized_logit_contribution_difference
observation_stays_last_6m,0.1074538761411692,0.0022250247034331385,0.139937106918239,0.016763527245063164,-0.17480779607640193,0.1915713233214651,glmnet_standardized_logit_contribution_difference
state_IN,0.10256799326792979,-0.003956818706707078,0.04821802935010482,0.05724994288677755,-0.1819631757136257,0.23921311860040323,glmnet_standardized_logit_contribution_difference
cad_flag,0.09822274435191475,-0.002593639551491967,0.5162473794549266,0.19311686641454437,0.09487649129320921,0.09824037512133516,glmnet_standardized_logit_contribution_difference
opioid_flag,0.09578518700849074,-0.0019696875490616337,0.6451781970649895,0.03980590573426697,0.13988227081973356,-0.10007636508546659,glmnet_standardized_logit_contribution_difference
state_PA,0.086828915521306,0.0012467585600519052,0.09958071278825996,0.07243488184748836,-0.07253560464816207,0.14497048649565042,glmnet_standardized_logit_contribution_difference
county_FRANKLIN,0.08318370757870609,-0.021044088313467414,0.009433962264150943,0.3096904448025227,-0.10656247316291002,0.41625291796543273,glmnet_standardized_logit_contribution_difference
county_UNION,0.08010590743764252,0.006234380461373052,0.012578616352201259,0.1090572558135388,-0.24924338838321253,0.35830064419675134,glmnet_standardized_logit_contribution_difference
financial_strain_flag,0.0756831083117493,0.0016862174550292333,0.7206498951781971,-0.0888868204013768,-0.004567992018038927,-0.08431882838333787,glmnet_standardized_logit_contribution_difference
anxiety_flag,0.07166516452484209,-0.0037382729617546,0.23689727463312368,0.14137362374050708,0.057211843609128836,0.08416178013137823,glmnet_standardized_logit_contribution_difference
county_WASHINGTON,0.07145270181030274,0.0010855130506246997,0.01781970649895178,0.030931341445718737,-0.23908662060099659,0.2700179620467153,glmnet_standardized_logit_contribution_difference
county_WILLIAMSON,0.06874709947480867,-0.006233536055857782,0.012578616352201259,0.17267035807235975,-0.1344891694642056,0.3071595275365654,glmnet_standardized_logit_contribution_difference
