uplift_decile,n,avg_benefit_score,observed_ed_rate,treated_pct,avg_pred_ed_if_treated,avg_pred_ed_if_control,expected_ed_rate_reduction,expected_ed_visits_avoided,gross_savings,intervention_cost,net_savings,roi
1,39,0.5836761877309184,0.3076923076923077,0.6153846153846154,0.1689715639359921,0.7526477516669104,0.5836761877309184,22.76337132150582,27316.045585806984,9750,17566.045585806984,1.8016457011084086
2,38,0.3001335596868014,0.2631578947368421,0.7631578947368421,0.20334826732362477,0.5034818270104262,0.3001335596868014,11.405075268098452,13686.090321718142,9500,4186.090321718142,0.4406410864966465
3,38,0.16471865250287013,0.3157894736842105,0.6842105263157895,0.22476434791463393,0.38948300041750405,0.16471865250287013,6.259308795109065,7511.1705541308775,9500,-1988.8294458691225,-0.20935046798622342
4,38,0.08452655839010623,0.18421052631578946,0.7105263157894737,0.11536943635204593,0.19989599474215217,0.08452655839010623,3.212009218824037,3854.4110625888443,9500,-5645.588937411156,-0.5942725197274901
5,38,0.02346672009161757,0.18421052631578946,0.8421052631578947,0.11694726666960686,0.14041398676122444,0.02346672009161757,0.8917353634814678,1070.0824361777613,9500,-8429.917563822239,-0.8873597435602356
6,39,-0.013099719268230494,0.10256410256410256,0.6923076923076923,0.07975533417898449,0.066655614910754,-0.013099719268230494,-0.5108890514609893,-613.0668617531871,9750,-10363.066861753186,-1.0628786524875062
7,38,-0.03560201309731568,0.10526315789473684,0.7105263157894737,0.08438057967130082,0.04877856657398513,-0.03560201309731568,-1.3528764976979957,-1623.4517972375947,9500,-11123.451797237594,-1.1708896628671153
8,38,-0.07013015387862072,0.15789473684210525,0.47368421052631576,0.18108748627398466,0.11095733239536396,-0.07013015387862072,-2.664945847387587,-3197.9350168651044,9500,-12697.935016865104,-1.3366247386173793
9,38,-0.1484300330264646,0.21052631578947367,0.8157894736842105,0.27143994979944663,0.12300991677298208,-0.1484300330264646,-5.640341255005655,-6768.409506006786,9500,-16268.409506006785,-1.71246415852703
10,38,-0.46476670419619476,0.3157894736842105,0.6578947368421053,0.6418771226777832,0.17711041848158846,-0.46476670419619476,-17.6611347594554,-21193.36171134648,9500,-30693.36171134648,-3.230880180141735
