feature,mean_abs_benefit_shap,mean_signed_benefit_shap,pct_positive_benefit_shap,importance_type
percolator_score,0.02319143994594565,0.000782170097433791,0.5587002096436059,xgboost_xlearner_weighted_treeshap
total_cost_last_6m,0.020543292772103587,0.0009271141996630565,0.6126834381551363,xgboost_xlearner_weighted_treeshap
housing_instability_flag,0.017524865628659042,-9.895606186036779e-05,0.22589098532494759,xgboost_xlearner_weighted_treeshap
admits_last_6m,0.014612911682653143,-0.00034576842456550676,0.6305031446540881,xgboost_xlearner_weighted_treeshap
ed_visits_last_6m,0.0141293752009828,-0.0003904338694597737,0.610587002096436,xgboost_xlearner_weighted_treeshap
age,0.011838840998253969,0.0003427582329655565,0.4910901467505241,xgboost_xlearner_weighted_treeshap
rx_count_last_6m,0.011751144862725018,0.0008501683853538349,0.6305031446540881,xgboost_xlearner_weighted_treeshap
chf_flag,0.011189326508286386,7.9568136246713e-05,0.3359538784067086,xgboost_xlearner_weighted_treeshap
ed_visits_last_30d,0.011111455539948972,-0.0006399520070191699,0.19863731656184486,xgboost_xlearner_weighted_treeshap
op_visits_last_6m,0.01004894103950625,-0.0001506251538233924,0.5361635220125787,xgboost_xlearner_weighted_treeshap
current_risk_score,0.008731955527852003,-0.0009454949093439177,0.29821802935010483,xgboost_xlearner_weighted_treeshap
cad_flag,0.008631637996450078,-0.00036467525212125656,0.5167714884696016,xgboost_xlearner_weighted_treeshap
opioid_flag,0.006562890747501271,-8.335243868820888e-05,0.6446540880503144,xgboost_xlearner_weighted_treeshap
copd_flag,0.005604019807697046,0.0005217945957868344,0.5859538784067087,xgboost_xlearner_weighted_treeshap
county_UNION,0.004941800745761199,0.0002825231335863256,0.012578616352201259,xgboost_xlearner_weighted_treeshap
state_OH,0.004139627031929013,1.3257701412738728e-05,0.05450733752620545,xgboost_xlearner_weighted_treeshap
transportation_barrier_flag,0.003861249835446633,0.00014433167568380796,0.24371069182389937,xgboost_xlearner_weighted_treeshap
risk_tier_High,0.003794073926293996,0.0002552480007223943,0.34643605870020966,xgboost_xlearner_weighted_treeshap
observation_stays_last_6m,0.003776851815885569,0.0005824080914903078,0.13836477987421383,xgboost_xlearner_weighted_treeshap
state_IN,0.003672829028669867,-0.000504286809477194,0.04821802935010482,xgboost_xlearner_weighted_treeshap
depression_flag,0.002621442604125222,0.00043639150897842576,0.8846960167714885,xgboost_xlearner_weighted_treeshap
county_WISE,0.002552300644174295,0.00041737398800338144,0.9853249475890985,xgboost_xlearner_weighted_treeshap
financial_strain_flag,0.0025188789485369044,-5.8134602016029126e-05,0.7054507337526206,xgboost_xlearner_weighted_treeshap
county_FRANKLIN,0.0025085318663807168,-0.0006952504324240926,0.009433962264150943,xgboost_xlearner_weighted_treeshap
healthliteracy_challenges_flag,0.002322504624446408,-0.00012082538381726983,0.65041928721174,xgboost_xlearner_weighted_treeshap
ckd_flag,0.002157512496714459,-0.00025650881906338744,0.6677148846960168,xgboost_xlearner_weighted_treeshap
hyperlipidemia_flag,0.00195425407912121,1.3482298015755042e-05,0.7442348008385744,xgboost_xlearner_weighted_treeshap
htn_flag,0.0013060846513287476,1.0655372797556199e-05,0.8584905660377359,xgboost_xlearner_weighted_treeshap
bh_flag,0.0012973564131096823,-1.978652870425795e-05,0.6986373165618449,xgboost_xlearner_weighted_treeshap
asthma_flag,0.001291317878018879,7.124474131852292e-05,0.9025157232704403,xgboost_xlearner_weighted_treeshap
diabetes_flag,0.0012702672227462963,-0.0001656394878859139,0.48427672955974843,xgboost_xlearner_weighted_treeshap
gender_F,0.00125335045078994,0.00027718433634556005,0.509958071278826,xgboost_xlearner_weighted_treeshap
county_JACKSON,0.0011903676429819766,0.0002575196870010767,0.9931865828092243,xgboost_xlearner_weighted_treeshap
anxiety_flag,0.0011648534089841402,0.0002627189672417072,0.7541928721174004,xgboost_xlearner_weighted_treeshap
state_TN,0.0011336003105073666,0.00026005010768145404,0.9879454926624738,xgboost_xlearner_weighted_treeshap
state_WV,0.0010908596548564224,-1.9874681963171557e-06,0.6336477987421384,xgboost_xlearner_weighted_treeshap
county_VANDERBURGH,0.0009725140820030072,-0.0006542684524557403,0.002620545073375262,xgboost_xlearner_weighted_treeshap
county_KANAWHA,0.0009497827601166484,-5.64069729593218e-05,0.9868972746331237,xgboost_xlearner_weighted_treeshap
county_WILLIAMSON,0.0009396571160368559,1.782431669545117e-05,0.02148846960167715,xgboost_xlearner_weighted_treeshap
county_SALINE,0.0009265550558659518,8.632915458921816e-05,0.006289308176100629,xgboost_xlearner_weighted_treeshap
county_LOGAN,0.0008982310280237508,-0.0001237596125729114,0.9696016771488469,xgboost_xlearner_weighted_treeshap
