feature,mean_abs_benefit_shap,mean_signed_benefit_shap,pct_positive_benefit_shap,importance_type
ed_visits_last_6m,0.04267982516500093,-0.018754692714945655,0.39528795811518325,xgboost_xlearner_weighted_treeshap
total_cost_last_6m,0.03156076540970314,-0.007629428775672176,0.28272251308900526,xgboost_xlearner_weighted_treeshap
age,0.02771572879620488,0.0009622097305345851,0.5837696335078534,xgboost_xlearner_weighted_treeshap
asthma_flag,0.0273710213468146,0.0007576069994620971,0.824607329842932,xgboost_xlearner_weighted_treeshap
percolator_score,0.02348677749124545,-0.00638005490532124,0.3795811518324607,xgboost_xlearner_weighted_treeshap
admits_last_6m,0.019389651234599767,0.005581147181697784,0.7827225130890052,xgboost_xlearner_weighted_treeshap
rx_count_last_6m,0.017029093847167696,0.0013830971077582754,0.7617801047120419,xgboost_xlearner_weighted_treeshap
ed_visits_last_30d,0.016727850841673098,-2.663854054248367e-05,0.6256544502617801,xgboost_xlearner_weighted_treeshap
current_risk_score,0.014669770950238708,-0.0016842229197799581,0.2905759162303665,xgboost_xlearner_weighted_treeshap
bh_flag,0.014425895861607422,0.0004339833937675374,0.5261780104712042,xgboost_xlearner_weighted_treeshap
county_KLAMATH,0.013452728470843337,0.00380462110553196,0.03926701570680628,xgboost_xlearner_weighted_treeshap
substance_use_flag,0.012068434493698611,-0.0005654606250038931,0.774869109947644,xgboost_xlearner_weighted_treeshap
opioid_flag,0.01026438631367781,0.00038396987570277707,0.900523560209424,xgboost_xlearner_weighted_treeshap
depression_flag,0.009777732655651246,-0.00258566547046772,0.6858638743455497,xgboost_xlearner_weighted_treeshap
copd_flag,0.009236037682264699,-0.0008709999916218787,0.12303664921465969,xgboost_xlearner_weighted_treeshap
gender_F,0.007309109829837036,-0.00066860105369856,0.24345549738219896,xgboost_xlearner_weighted_treeshap
cad_flag,0.006358835645548981,0.0003755206530485148,0.10209424083769633,xgboost_xlearner_weighted_treeshap
county_LINN,0.006133275158338714,-0.00016083693715580148,0.9424083769633508,xgboost_xlearner_weighted_treeshap
risk_tier_3,0.00589495547403235,-0.0006836194081341649,0.7984293193717278,xgboost_xlearner_weighted_treeshap
op_visits_last_6m,0.005396919904557649,1.986918232262662e-05,0.6727748691099477,xgboost_xlearner_weighted_treeshap
htn_flag,0.003836482339759106,-0.000159565960767504,0.7329842931937173,xgboost_xlearner_weighted_treeshap
polypharmacy_flag,0.0037575476408757396,-0.0007556128682370285,0.06282722513089005,xgboost_xlearner_weighted_treeshap
county_JOSEPHINE,0.003718819551334703,0.00012892085231246313,0.031413612565445025,xgboost_xlearner_weighted_treeshap
anxiety_flag,0.003498423524546723,0.0017706449708485862,0.662303664921466,xgboost_xlearner_weighted_treeshap
gender_M,0.003023621530932708,-0.000682667037465476,0.24345549738219896,xgboost_xlearner_weighted_treeshap
financial_strain_flag,0.0029673328350047334,-0.00017262533835221287,0.8612565445026178,xgboost_xlearner_weighted_treeshap
food_insecurity_flag,0.0022948402860382853,0.0010830541985463991,0.9162303664921466,xgboost_xlearner_weighted_treeshap
healthliteracy_challenges_flag,0.002208010459034902,-0.0004619217316101912,0.7041884816753927,xgboost_xlearner_weighted_treeshap
county_MULTNOMAH,0.0021674122558583884,0.00048370130771768305,0.5471204188481675,xgboost_xlearner_weighted_treeshap
county_YAMHILL,0.0020466318137354984,-0.00011191208974991728,0.031413612565445025,xgboost_xlearner_weighted_treeshap
diabetes_flag,0.0019747911202164714,0.00015317084795884127,0.35602094240837695,xgboost_xlearner_weighted_treeshap
hyperlipidemia_flag,0.001774326396619236,-2.953672369236507e-05,0.193717277486911,xgboost_xlearner_weighted_treeshap
county_TILLAMOOK,0.0016397659114514563,0.0008546513994048932,0.07329842931937172,xgboost_xlearner_weighted_treeshap
risk_tier_1,0.0015775706148419355,0.0005158840218537898,0.07853403141361257,xgboost_xlearner_weighted_treeshap
county_CLACKAMAS,0.0015448015488466504,5.1349101543165924e-05,0.42670157068062825,xgboost_xlearner_weighted_treeshap
