feature,mean_abs_benefit_shap,mean_signed_benefit_shap,pct_positive_benefit_shap,importance_type
percolator_score,0.36221984,-0.002762716,0.5387840670859538,xgboost_raw_margin_shap_difference
total_cost_last_6m,0.33003634,0.027631238,0.5440251572327044,xgboost_raw_margin_shap_difference
ed_visits_last_6m,0.2489033,0.06456763,0.5817610062893082,xgboost_raw_margin_shap_difference
current_risk_score,0.23661143,-0.00056508265,0.4523060796645702,xgboost_raw_margin_shap_difference
age,0.23209886,0.021912238,0.5283018867924528,xgboost_raw_margin_shap_difference
rx_count_last_6m,0.22696637,-0.03089208,0.44025157232704404,xgboost_raw_margin_shap_difference
housing_instability_flag,0.19524087,0.03492263,0.22589098532494759,xgboost_raw_margin_shap_difference
admits_last_6m,0.19334432,0.022742257,0.6090146750524109,xgboost_raw_margin_shap_difference
op_visits_last_6m,0.18087871,-0.0043050284,0.5146750524109015,xgboost_raw_margin_shap_difference
cad_flag,0.16235843,-0.023982966,0.5235849056603774,xgboost_raw_margin_shap_difference
chf_flag,0.13850437,-0.010004061,0.3553459119496855,xgboost_raw_margin_shap_difference
copd_flag,0.11100419,0.022949746,0.5927672955974843,xgboost_raw_margin_shap_difference
ed_visits_last_30d,0.106969215,-0.006364919,0.21016771488469602,xgboost_raw_margin_shap_difference
polypharmacy_flag,0.105048895,0.012042804,0.48427672955974843,xgboost_raw_margin_shap_difference
htn_flag,0.08434241,-0.013547354,0.8684486373165619,xgboost_raw_margin_shap_difference
opioid_flag,0.07877309,0.008183807,0.6273584905660378,xgboost_raw_margin_shap_difference
financial_strain_flag,0.077622764,-0.00020808094,0.6865828092243187,xgboost_raw_margin_shap_difference
transportation_barrier_flag,0.066686496,7.923566e-05,0.24790356394129978,xgboost_raw_margin_shap_difference
state_OH,0.06131226,0.0041535045,0.05660377358490566,xgboost_raw_margin_shap_difference
healthliteracy_challenges_flag,0.05740565,0.0055408957,0.6325995807127882,xgboost_raw_margin_shap_difference
risk_tier_Low,0.052308645,-0.013710826,0.8013626834381551,xgboost_raw_margin_shap_difference
ckd_flag,0.051377364,-0.0041598994,0.5639412997903563,xgboost_raw_margin_shap_difference
anxiety_flag,0.04830485,0.014270592,0.7222222222222222,xgboost_raw_margin_shap_difference
state_WV,0.04579808,-0.0002133946,0.5628930817610063,xgboost_raw_margin_shap_difference
diabetes_flag,0.044404674,0.000369116,0.47955974842767296,xgboost_raw_margin_shap_difference
state_IN,0.04302733,-0.0038169646,0.04821802935010482,xgboost_raw_margin_shap_difference
asthma_flag,0.04210624,0.0067977514,0.8962264150943396,xgboost_raw_margin_shap_difference
state_KY,0.0418677,-0.00039232385,0.14622641509433962,xgboost_raw_margin_shap_difference
risk_tier_High,0.039791904,0.003314882,0.4559748427672956,xgboost_raw_margin_shap_difference
county_LOGAN,0.03964058,0.0026752125,0.9696016771488469,xgboost_raw_margin_shap_difference
county_WISE,0.039402284,0.007749999,0.9853249475890985,xgboost_raw_margin_shap_difference
county_UNION,0.039082464,0.0020781718,0.012578616352201259,xgboost_raw_margin_shap_difference
observation_stays_last_6m,0.038298737,-0.0062433127,0.13836477987421383,xgboost_raw_margin_shap_difference
bh_flag,0.037322626,0.0043314043,0.6661425576519916,xgboost_raw_margin_shap_difference
client_contract_The_Funds_93_PRE,0.03606008,0.00028133343,0.3558700209643606,xgboost_raw_margin_shap_difference
hyperlipidemia_flag,0.035987757,-0.007020267,0.5644654088050315,xgboost_raw_margin_shap_difference
gender_F,0.035610344,0.0030551325,0.500524109014675,xgboost_raw_margin_shap_difference
depression_flag,0.032170504,0.00486986,0.8846960167714885,xgboost_raw_margin_shap_difference
food_insecurity_flag,0.031597298,-0.0005761377,0.3810272536687631,xgboost_raw_margin_shap_difference
county_RALEIGH,0.026503474,-0.0038097084,0.12945492662473795,xgboost_raw_margin_shap_difference
risk_tier_Medium,0.026044711,-0.0087354565,0.42924528301886794,xgboost_raw_margin_shap_difference
state_PA,0.025350569,0.007702377,0.4868972746331237,xgboost_raw_margin_shap_difference
state_TN,0.022525502,0.007709034,0.9879454926624738,xgboost_raw_margin_shap_difference
county_JEFFERSON,0.021419832,-0.00750742,0.9612159329140462,xgboost_raw_margin_shap_difference
state_FL,0.019763468,0.00031591018,0.9842767295597484,xgboost_raw_margin_shap_difference
state_IL,0.019629855,-0.0014763192,0.690251572327044,xgboost_raw_margin_shap_difference
county_MARION,0.018926319,-0.0037482155,0.033542976939203356,xgboost_raw_margin_shap_difference
client_contract_The_Funds_92,0.01834878,0.008132,0.6179245283018868,xgboost_raw_margin_shap_difference
county_FRANKLIN,0.01815668,-0.007359111,0.009433962264150943,xgboost_raw_margin_shap_difference
county_GREENE,0.016930705,0.003531929,0.026729559748427674,xgboost_raw_margin_shap_difference
state_AL,0.016907375,0.003200751,0.8553459119496856,xgboost_raw_margin_shap_difference
dual_elg,0.015572114,9.085504e-05,0.028825995807127882,xgboost_raw_margin_shap_difference
client_contract_The_Funds_CM,0.01494951,0.00056782836,0.60062893081761,xgboost_raw_margin_shap_difference
county_CAMBRIA,0.014342761,0.00055479066,0.9874213836477987,xgboost_raw_margin_shap_difference
county_RANDOLPH,0.013552769,-0.0010730664,0.011530398322851153,xgboost_raw_margin_shap_difference
state_VA,0.01344931,0.0009596607,0.8301886792452831,xgboost_raw_margin_shap_difference
county_SALINE,0.012145003,-0.0007348178,0.006289308176100629,xgboost_raw_margin_shap_difference
county_KANAWHA,0.011206888,0.0005987641,0.9874213836477987,xgboost_raw_margin_shap_difference
gender_M,0.011011857,0.004079242,0.6383647798742138,xgboost_raw_margin_shap_difference
county_MINGO,0.010833579,-0.00023276896,0.019916142557651992,xgboost_raw_margin_shap_difference
risk_tier_Very_High,0.010708602,-0.000183812,0.23951781970649896,xgboost_raw_margin_shap_difference
death_within_90d_flag,0.01070154,0.00030660472,0.4051362683438155,xgboost_raw_margin_shap_difference
substance_use_flag,0.010509413,0.0013301463,0.48532494758909855,xgboost_raw_margin_shap_difference
county_FAYETTE,0.009966387,0.0007555313,0.9292452830188679,xgboost_raw_margin_shap_difference
county_VANDERBURGH,0.009661394,-0.0052175396,0.002620545073375262,xgboost_raw_margin_shap_difference
county_MERCER,0.009071635,-0.00041867755,0.9732704402515723,xgboost_raw_margin_shap_difference
county_CARBON,0.008462824,-0.0013344941,0.9853249475890985,xgboost_raw_margin_shap_difference
county_WILLIAMSON,0.008183962,-0.0017214987,0.2688679245283019,xgboost_raw_margin_shap_difference
county_INDIANA,0.008113099,0.0015140051,0.9910901467505241,xgboost_raw_margin_shap_difference
county_PERRY,0.0076675,-0.002376208,0.9706498951781971,xgboost_raw_margin_shap_difference
state_UT,0.007263547,0.0021676337,0.9706498951781971,xgboost_raw_margin_shap_difference
county_WARRICK,0.0059381966,-9.520303e-05,0.9905660377358491,xgboost_raw_margin_shap_difference
county_WYOMING,0.0057797087,-0.0014200824,0.05450733752620545,xgboost_raw_margin_shap_difference
county_NICHOLAS,0.0057077263,-0.00067676144,0.9868972746331237,xgboost_raw_margin_shap_difference
county_JACKSON,0.0052548684,0.0016513824,0.9931865828092243,xgboost_raw_margin_shap_difference
county_BOONE,0.005173159,0.0009190425,0.9475890985324947,xgboost_raw_margin_shap_difference
state_SC,0.0048024063,2.6950902e-05,0.9942348008385744,xgboost_raw_margin_shap_difference
county_GUERNSEY,0.0045355163,-0.0016568177,0.002620545073375262,xgboost_raw_margin_shap_difference
county_PIKE,0.0043776245,0.0026349325,0.9266247379454927,xgboost_raw_margin_shap_difference
county_GALLIA,0.0040618796,-0.0008849312,0.0047169811320754715,xgboost_raw_margin_shap_difference
risk_tier_Missing,0.0040423367,0.0009212213,0.9958071278825996,xgboost_raw_margin_shap_difference
county_CHRISTIAN,0.0039232164,-0.0003887841,0.960691823899371,xgboost_raw_margin_shap_difference
county_WESTMORELAND,0.003916196,-0.00027764848,0.9910901467505241,xgboost_raw_margin_shap_difference
