feature,mean_abs_benefit_shap,mean_signed_benefit_shap,mean_positive_benefit_shap,mean_negative_benefit_shap,pct_positive_benefit_shap,pct_negative_benefit_shap,importance_type
percolator_clinical_score,0.0020216353254899635,-0.00016200435268124864,0.000929815486404357,-0.0010918198390856054,0.4066666666666667,0.5933333333333334,glmnet_tlearner_final_benefit_score_permutation_shap
percolator_utilization_score,0.001436138833418376,0.00013920685605722742,0.0007876728447378023,-0.0006484659886805748,0.6,0.4,glmnet_tlearner_final_benefit_score_permutation_shap
total_cost_last_6m,0.0013860346162723064,-8.092671924758886e-05,0.0006525539485123593,-0.000733480667759948,0.57,0.43,glmnet_tlearner_final_benefit_score_permutation_shap
current_risk_score,0.0012326045835981117,-0.00016248774195706597,0.0005350584208205229,-0.0006975461627775885,0.42,0.58,glmnet_tlearner_final_benefit_score_permutation_shap
behavioral_health_risk_flag,0.0009482543866713148,6.0870555038874106e-05,0.0005045624708550945,-0.00044369191581622013,0.6133333333333333,0.38666666666666666,glmnet_tlearner_final_benefit_score_permutation_shap
food_insecurity_flag,0.0008588053396336783,1.3668250188125323e-06,0.0004300860823262458,-0.00042871925730743316,0.7866666666666666,0.21333333333333335,glmnet_tlearner_final_benefit_score_permutation_shap
risk_tier_High,0.00081542745686219,-0.00013870781594856196,0.0003383598204568144,-0.00047706763640537606,0.86,0.14,glmnet_tlearner_final_benefit_score_permutation_shap
program_Complex_CM,0.0007744665795671233,-0.00015122305037312787,0.0003116217645969979,-0.00046284481497012574,0.21333333333333335,0.7866666666666666,glmnet_tlearner_final_benefit_score_permutation_shap
service_region_Central,0.0007431232450611722,-0.0001588823931081002,0.0002921204259765359,-0.0004510028190846361,0.7833333333333333,0.21666666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
county_County_E,0.0007220457714429923,-0.00011689525663291872,0.0003025752574050369,-0.00041947051403795545,0.8066666666666666,0.19333333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_09,0.0006454769185655062,-0.00017387089231949305,0.00023580301312300638,-0.0004096739054424996,0.9333333333333333,0.06666666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
ckd_flag,0.0006401043001776543,0.0001478950560516338,0.0003939996781146438,-0.0002461046220630103,0.8666666666666667,0.13333333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
asthma_flag,0.0006116550505556845,8.889606084586732e-05,0.0003502755557007759,-0.00026137949485490874,0.16666666666666666,0.8333333333333334,glmnet_tlearner_final_benefit_score_permutation_shap
chf_flag,0.0005952888578419134,-6.837699704191112e-05,0.0002634559304000011,-0.00033183292744191217,0.15,0.85,glmnet_tlearner_final_benefit_score_permutation_shap
risk_tier_Medium,0.0005698830158421361,-9.71830414793946e-05,0.00023634998718137062,-0.00033353302866076534,0.69,0.31,glmnet_tlearner_final_benefit_score_permutation_shap
risk_tier_Very_High,0.0005605026158530441,0.0005605026158530441,0.0005605026158530441,0.0,1.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
age,0.0005483867322136612,-1.4201589363672743e-05,0.0002670925714249944,-0.0002812941607886672,0.51,0.49,glmnet_tlearner_final_benefit_score_permutation_shap
client_contract_Contract_B,0.0005449176579823766,0.00011639626722344388,0.0003306569626029102,-0.0002142606953794664,0.69,0.31,glmnet_tlearner_final_benefit_score_permutation_shap
language_Spanish,0.0005440689899062095,-4.487131838317343e-05,0.0002495988357615179,-0.0002944701541446913,0.19666666666666666,0.8033333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
county_County_B,0.0005234544295193493,3.993236477331458e-05,0.00028169339714633184,-0.00024176103237301728,0.16,0.84,glmnet_tlearner_final_benefit_score_permutation_shap
admits_last_6m,0.0004873061011734395,2.1064540557254832e-05,0.00025418532086534735,-0.0002331207803080927,0.29,0.71,glmnet_tlearner_final_benefit_score_permutation_shap
anxiety_flag,0.00045766042138369213,4.458015156988801e-05,0.00025112028647678985,-0.000206540134906902,0.7566666666666667,0.24333333333333335,glmnet_tlearner_final_benefit_score_permutation_shap
client_contract_Contract_A,0.0004496178677473508,6.689199948275957e-05,0.00025825493361505514,-0.0001913629341322956,0.47,0.53,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_04,0.00044717925101001873,-0.000160094596883323,0.000143542327063348,-0.0003036369239466709,0.08,0.92,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_02,0.00042357198669618713,-6.098609319317439e-07,0.00021148106288212777,-0.00021209092381405947,0.9266666666666666,0.07333333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
plan_type_Medicare,0.00040548252827272334,-7.978292469948743e-05,0.000162849801786618,-0.00024263272648610538,0.7733333333333333,0.22666666666666666,glmnet_tlearner_final_benefit_score_permutation_shap
diabetes_flag,0.00037802556753274626,-2.3958335292671347e-05,0.0001770336161200375,-0.00020099195141270892,0.66,0.34,glmnet_tlearner_final_benefit_score_permutation_shap
service_region_West,0.00036510508889655663,-8.578398866862024e-05,0.00013966055011396832,-0.00022544453878258866,0.15333333333333332,0.8466666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
plan_type_Medicaid,0.0003613684453003065,-4.831701133660923e-05,0.0001565257169818487,-0.00020484272831845803,0.48,0.52,glmnet_tlearner_final_benefit_score_permutation_shap
program_BH_CM,0.00035183709874749935,-5.991368106818339e-05,0.00014596170883965804,-0.00020587538990784153,0.7366666666666667,0.2633333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
ed_visits_last_6m,0.0003513590507255399,8.137509360436716e-05,0.0002163670721649535,-0.00013499197856058632,0.5533333333333333,0.44666666666666666,glmnet_tlearner_final_benefit_score_permutation_shap
county_County_D,0.0003357975618411331,-5.911767626725766e-05,0.00013833994278693778,-0.00019745761905419528,0.15666666666666668,0.8433333333333334,glmnet_tlearner_final_benefit_score_permutation_shap
language_Other,0.00032247634544223453,-1.1859335593394661e-05,0.00015530850492441985,-0.00016716784051781455,0.9533333333333334,0.04666666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
ed_visits_last_30d,0.00031671046946353103,-1.5052524547829437e-05,0.00015082897245785089,-0.00016588149700568026,0.8,0.2,glmnet_tlearner_final_benefit_score_permutation_shap
observation_stays_last_6m,0.00030306289138567376,-1.6024018583113853e-05,0.00014351943640128004,-0.00015954345498439397,0.7966666666666666,0.20333333333333334,glmnet_tlearner_final_benefit_score_permutation_shap
program_CM,0.00030237494497970446,-6.83349493492287e-06,0.00014777072502239076,-0.00015460421995731365,0.4766666666666667,0.5233333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
opioid_flag,0.0002969122386567675,4.5092815008659e-05,0.00017100252683271326,-0.0001259097118240542,0.16333333333333333,0.8366666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
polypharmacy_flag,0.000283867666564405,5.785279317043245e-06,0.00014482647294072404,-0.0001390411936236809,0.09666666666666666,0.9033333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
risk_tier_Low,0.00028297950201163223,7.137670400242778e-05,0.00017717810300703013,-0.00010580139900460229,0.17,0.83,glmnet_tlearner_final_benefit_score_permutation_shap
specialist_visits_last_6m,0.000271070834939526,9.221266654834932e-05,0.00018164175074393763,-8.942908419558823e-05,0.6433333333333333,0.3566666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_15,0.0002542744691500859,-7.56785760013145e-06,0.00012335330577497718,-0.00013092116337510862,0.9166666666666666,0.08333333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
high_cost_drug_flag,0.00025029550665163345,-1.723028183365206e-05,0.00011653261240899072,-0.0001337628942426428,0.16,0.84,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_08,0.000241238794469273,-2.349491171385439e-05,0.00010887194137770922,-0.0001323668530915637,0.07,0.93,glmnet_tlearner_final_benefit_score_permutation_shap
substance_use_flag,0.00023433120793842364,-1.534227517965543e-05,0.00010949446637938408,-0.0001248367415590395,0.16333333333333333,0.8366666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_05,0.00021917422918603981,-1.354966966097417e-05,0.0001028122797625329,-0.00011636194942350705,0.05333333333333334,0.9466666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
gender_Male,0.0002190840798646884,6.625269161652765e-06,0.00011285467451317065,-0.00010622940535151786,0.44666666666666666,0.5533333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
gender_Female,0.00021901034611316691,6.61375069482658e-06,0.00011281204840399678,-0.00010619829770917023,0.44666666666666666,0.5533333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
copd_flag,0.0001940561639152822,-2.473574705887267e-05,8.46602084282048e-05,-0.00010939595548707742,0.8133333333333334,0.18666666666666668,glmnet_tlearner_final_benefit_score_permutation_shap
med_adherence_pdc,0.00019001569979782565,1.0808458347139211e-05,0.00010041207907248248,-8.960362072534323e-05,0.5866666666666667,0.41333333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
rx_count_last_6m,0.00018644934404390848,-1.5928289701733557e-06,9.242825753686749e-05,-9.402108650704084e-05,0.41333333333333333,0.5866666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
plan_type_Dual,0.00018520693471119355,-9.265849606923946e-06,8.797054255213484e-05,-9.723639215905873e-05,0.19,0.81,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_11,0.00017895330427359935,-2.218041552291375e-05,7.83864443753428e-05,-0.00010056685989825655,0.05,0.95,glmnet_tlearner_final_benefit_score_permutation_shap
transportation_barrier_flag,0.00017790935626498439,1.3475845088900713e-05,9.569260067694254e-05,-8.221675558804184e-05,0.26,0.74,glmnet_tlearner_final_benefit_score_permutation_shap
depression_flag,0.00016105099730019011,-3.0926230821586975e-06,7.897918710901572e-05,-8.207181019117442e-05,0.2833333333333333,0.7166666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
county_County_C,0.00014873457702063443,-8.208295071183928e-06,7.026314097472525e-05,-7.847143604590919e-05,0.8166666666666667,0.18333333333333332,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_07,0.0001382996657904663,2.9296818864143365e-05,8.379824232730483e-05,-5.450142346316144e-05,0.07,0.93,glmnet_tlearner_final_benefit_score_permutation_shap
service_region_South,0.00013484523147913865,-1.335706249471302e-05,6.074408449221283e-05,-7.410114698692587e-05,0.19,0.81,glmnet_tlearner_final_benefit_score_permutation_shap
plan_type_Commercial,0.00012076303082772008,-1.3542560472485094e-05,5.3610235177617496e-05,-6.715279565010259e-05,0.8966666666666666,0.10333333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
service_region_East,0.00012025448789633284,-1.0038496720024056e-06,5.962531911216523e-05,-6.062916878416763e-05,0.20333333333333334,0.7966666666666666,glmnet_tlearner_final_benefit_score_permutation_shap
client_contract_Contract_C,0.00010640462435512643,8.763553094100048e-06,5.7584088724613224e-05,-4.882053563051319e-05,0.22,0.78,glmnet_tlearner_final_benefit_score_permutation_shap
language_English,0.00010413300532385461,-6.510505319809387e-06,4.881125000202263e-05,-5.532175532183202e-05,0.24333333333333335,0.7566666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_12,0.00010070407450492563,2.8575256710262788e-05,6.463966560759422e-05,-3.606440889733143e-05,0.08333333333333333,0.9166666666666666,glmnet_tlearner_final_benefit_score_permutation_shap
living_alone_flag,9.408623439659448e-05,-1.5504035488820093e-05,3.929109945388719e-05,-5.479513494270728e-05,0.72,0.28,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_06,9.266943593221974e-05,4.6301504134122695e-05,6.948547003317119e-05,-2.3183965899048496e-05,0.06,0.94,glmnet_tlearner_final_benefit_score_permutation_shap
dual_eligible,9.10942029822336e-05,7.274599998479253e-07,4.5910831491040774e-05,-4.518337149119285e-05,0.29333333333333333,0.7066666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
utilities_insecurity_flag,8.979526338750293e-05,-8.38098844063078e-06,4.070713747343607e-05,-4.908812591406685e-05,0.18,0.82,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_14,8.050541915458676e-05,2.4720110338440128e-06,4.1488715094215396e-05,-3.9016704060371385e-05,0.9333333333333333,0.06666666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_10,7.630283081273979e-05,2.9979718027553043e-06,3.965040130774755e-05,-3.665242950499225e-05,0.9333333333333333,0.06666666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
pcp_visits_last_6m,7.580198047155358e-05,1.3239191345905463e-05,4.4520585908729513e-05,-3.128139456282405e-05,0.4666666666666667,0.5333333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_01,7.500402107297536e-05,3.7119002566392884e-06,3.9357960664807316e-05,-3.564606040816803e-05,0.9366666666666666,0.06333333333333334,glmnet_tlearner_final_benefit_score_permutation_shap
percolator_sdoh_score,6.72317674388653e-05,7.995054729878541e-06,3.761341108437193e-05,-2.961835635449339e-05,0.5833333333333334,0.4166666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
county_County_A,6.051098805341911e-05,2.114777132662087e-06,3.1312882593040605e-05,-2.9198105460378515e-05,0.8466666666666667,0.15333333333333332,glmnet_tlearner_final_benefit_score_permutation_shap
housing_instability_flag,5.3095888750600125e-05,1.703058753420213e-06,2.7399473752010173e-05,-2.569641499858996e-05,0.17666666666666667,0.8233333333333334,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_13,5.265397526110364e-05,-2.203506823240161e-06,2.5225234218931742e-05,-2.7428741042171903e-05,0.9466666666666667,0.05333333333333334,glmnet_tlearner_final_benefit_score_permutation_shap
county_County_F,4.614218462740518e-05,-3.530012270505584e-06,2.13060861784498e-05,-2.4836098448955382e-05,0.15333333333333332,0.8466666666666667,glmnet_tlearner_final_benefit_score_permutation_shap
case_manager_name_CM_03,2.7303622063889697e-05,-2.247973960824492e-06,1.2527824051532601e-05,-1.4775798012357094e-05,0.06,0.94,glmnet_tlearner_final_benefit_score_permutation_shap
service_region_North,2.0572445248870148e-05,2.5152836453953714e-06,1.154386444713276e-05,-9.028580801737388e-06,0.23666666666666666,0.7633333333333333,glmnet_tlearner_final_benefit_score_permutation_shap
