feature,mean_abs_xlearner_benefit_contribution,mean_signed_xlearner_benefit_contribution,pct_positive_xlearner_benefit_contribution,treated_effect_coefficient,control_effect_coefficient,avg_treated_effect_weight,avg_control_effect_weight,importance_type
age,0.0,0.0,0.0,-0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LINN,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SAN_DIEGO,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SALT_LAKE,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SACRAMENTO,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_RIVERSIDE,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_POLK,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MUSSELSHELL,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MULTNOMAH,0.0,0.0,0.0,-0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MORROW,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MARION,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_MALHEUR,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LINCOLN,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_TILLAMOOK,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LASSEN,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LANE,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_LAKE,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_KLICKITAT,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_KLAMATH,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_JOSEPHINE,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_JEFFERSON,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_JACKSON,0.0,0.0,0.0,-0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_HOOD_RIVER,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_HENRICO,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_SUTTER,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_UMATILLA,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
dual_elg,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_TX,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_Missing,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_5,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_4,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_3,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_2,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_1,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_Unseen,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_WA,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_VA,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_UT,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_OR,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_UNION,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_MT,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_ID,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_FL,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
state_CA,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_Unseen,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_YAMHILL,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_WHEELER,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_WASHINGTON,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_WASCO,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_WALLOWA,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_HAYS,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_HARNEY,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_GRAYS_HARBOR,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
cad_flag,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
observation_stays_last_6m,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
admits_last_6m,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
ed_visits_last_6m,0.0,0.0,0.0,-0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
ed_visits_last_30d,0.0,0.0,0.0,-0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
op_visits_last_6m,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
healthliteracy_challenges_flag,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
transportation_barrier_flag,0.0,0.0,0.0,0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
housing_instability_flag,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
food_insecurity_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
financial_strain_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
hyperlipidemia_flag,0.0,0.0,0.0,-0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_GRAY,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
htn_flag,0.0,0.0,0.0,-0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
bh_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
ckd_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
substance_use_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
anxiety_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
depression_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
asthma_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
copd_flag,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
chf_flag,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
diabetes_flag,0.0,0.0,0.0,-0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
total_cost_last_6m,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
rx_count_last_6m,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
opioid_flag,0.0,0.0,0.0,-0.0,-0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
polypharmacy_flag,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_GRANT,0.0,0.0,0.0,0.0,0.0,0.3015298683924954,0.6984701316075045,glmnet_xlearner_weighted_shared_standardized_effect_contribution
